VALUE,NVC_NAME,LFRDB,LFLIFEFORM,NVC_CLASS,NVC_SUBCLASS,NVC_FORMATION,NVC_DIVISION,CLASS,SUBCLASS,FORMATION,DIVISION_CODE,DIVISION,MACROGROUP_CODE,MACROGROUP,Group_Code,GROUP,R,G,B,RED,GREEN,BLUE
6506,Silver Maple-Sugarberry-Sweetgum Floodplain Herbaceous,6103,Herb,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American & Great Plains Flooded & Swamp Forest,M029,Central & Appalachian Floodplain Forest,G673,Silver Maple-Sugarberry-Sweetgum Floodplain Forest,0,92,0,0,0.360784,0
6510,Hardwood & Loblolly Pine Nonriverine Wet Flatwoods-Deciduous Modifier,6110,Tree,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G130,Nonriverine Wet Oak Flatwoods,100,204,206,0.392157,0.8,0.807843
6511,Coastal Plain Mixed Evergreen Swamp Shrubland,6111,Shrub,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M032,Southern Coastal Plain Evergreen Hardwood & Conifer Swamp,G037,Coastal Plain Mixed Evergreen Swamp,216,216,191,0.847059,0.847059,0.74902
6512,Bald-cypress-Tupelo Floodplain Shrubland,6112,Shrub,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress-Tupelo Floodplain Forest,145,255,115,0.568627,1,0.45098
6513,Bald-cypress-Tupelo Floodplain Herbaceous,6112,Herb,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M031,Southern Coastal Plain Floodplain Forest,G033,Bald-cypress-Tupelo Floodplain Forest,145,255,115,0.568627,1,0.45098
6514,Hardwood & Loblolly Pine Nonriverine Wet Flatwoods-Mixed Modifier,6110,Tree,1,1.B,1.B.3,1.B.3.Nb,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D062,1.B.3.Nb Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G130,Nonriverine Wet Oak Flatwoods,100,204,206,0.392157,0.8,0.807843
6521,Tamaulipan Wet-Mesic Scrub Shrubland,6121,Shrub,1,1.B,1.B.3,1.B.3.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D013,1.B.3.Nd Interior Lowland West Flooded & Swamp Forest,M036,Southwest Riparian Forest,G549,Tamaulipan Wet-Mesic Scrub Forest,81,180,141,0.317647,0.705882,0.552941
6522,North Pacific Lowland Riparian Shrubland,6122,Shrub,1,1.B,1.B.3,1.B.3.Ng,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D193,1.B.3.Ng Vancouverian Flooded & Swamp Forest,M035,Vancouverian Flooded & Swamp Forest,G254,North Pacific Lowland Riparian Forest & Woodland,67,162,181,0.262745,0.635294,0.709804
6523,North Pacific Maritime Hardwood-Conifer Swamp Shrubland,6123,Shrub,1,1.B,1.B.3,1.B.3.Ng,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D193,1.B.3.Ng Vancouverian Flooded & Swamp Forest,M035,Vancouverian Flooded & Swamp Forest,G256,North Pacific Maritime Hardwood-Conifer Swamp,67,162,181,0.262745,0.635294,0.709804
6525,North Pacific Montane Riparian Shrubland,6125,Shrub,1,1.B,1.B.3,1.B.3.Ng,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D193,1.B.3.Ng Vancouverian Flooded & Swamp Forest,M035,Vancouverian Flooded & Swamp Forest,G507,North Pacific Montane Riparian Woodland,67,162,181,0.262745,0.635294,0.709804
6532,Caribbean Coastal Cactus Sparse Vegetation,6132,Sparse,2,2.A,2.A.1,2.A.1.Ea,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland","2.A.1 Tropical Lowland Grassland, Savanna & Shrubland",D094,"2.A.1.Ea Caribbeo-Mesoamerican Lowland Shrubland, Grassland & Savanna",M671,Caribbean Dry Scrub,G485,Caribbean Coastal Cactus Scrub,166,139,107,0.65098,0.545098,0.419608
6533,Caribbean Coastal Beach & Dune Sparse Vegetation,6133,Sparse,2,2.A,2.A.3,2.A.3.Ee,2 Shrub & Herb Vegetation,"2.A Tropical Grassland, Savanna & Shrubland",2.A.3 Tropical Scrub & Herb Coastal Vegetation,D254,2.A.3.Ee Caribbeo-Mesoamerican Dine & Coastal Grassland & Shrubland,M700,Caribbean & Mesoamerican Coastal Dune & Beach Vegetation,G127,Caribbean Coastal Beach & Dune Vegetation,100,100,100,0.392157,0.392157,0.392157
6535,South Florida Freshwater Marsh Willow,6135,Tree,2,2.C,2.C.3,2.C.3.Ef,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,"2.C.3 Tropical Freshwater Marsh, Wet Meadow & Shrubland",D262,"2.C.3.Ef Caribbeo-Mesoamerican Freshwater Marsh, Wet Meadow & Shrubland",M710,"Caribbean Freshwater Marsh, Wet Meadow & Shrubland",G129,South Florida Freshwater Marsh,255,153,0,1,0.6,0
6555,Central Great Plains Mixedgrass Prairie Shrubland,6155,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G133,Central Great Plains Mixedgrass Prairie,255,241,140,1,0.945098,0.54902
6557,Northern Great Plains Mesic Mixedgrass Prairie Shrubland,6157,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G141,Northern Great Plains Mixedgrass Prairie,122,93,65,0.478431,0.364706,0.254902
6563,Central Great Plains Tallgrass Prairie Shrubland,6163,Shrub,2,2.B,2.B.2,2.B.2.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D023,2.B.2.Nb Great Plains Grassland & Shrubland,M054,Great Plains Tallgrass Prairie,G333,Central Great Plains Tallgrass Prairie,255,137,64,1,0.537255,0.25098
6569,Central & Southern Appalachian Rocky Outcrop Sparse Vegetation,6169,Sparse,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M506,Appalachian Rocky Felsic & Mafic Scrub & Grassland,G670,Central & Southern Appalachian Rocky Outcrop,82,52,34,0.321569,0.203922,0.133333
6573,Central Acidic Open Glade & Barrens Woodland,6173,Tree,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M509,Central Interior Acidic Scrub & Grassland,G178,Central Interior Acidic Open Glade & Barrens,255,148,71,1,0.580392,0.278431
6574,Appalachian Mafic Glade Grassland,6174,Herb,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M506,Appalachian Rocky Felsic & Mafic Scrub & Grassland,G180,Appalachian Mafic Glade,82,52,34,0.321569,0.203922,0.133333
6575,Central Alkaline Open Glade & Barrens Shrubland,6175,Shrub,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G179,Central Interior Alkaline Open Glade & Barrens,255,148,71,1,0.580392,0.278431
6576,South-Central Patch Prairie Shrubland,6176,Shrub,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G174,South-Central Patch Prairie,122,93,65,0.478431,0.364706,0.254902
6577,Great Lakes Alvar Grassland,6177,Herb,2,2.B,2.B.2,2.B.2.Nc,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D024,2.B.2.Nc Eastern North American Grassland & Shrubland,M507,Laurentian-Acadian Calcareous Scrub-Herb,G061,Great Lakes Alvar,122,93,65,0.478431,0.364706,0.254902
6584,Florida Dry Prairie Shrubland,6184,Shrub,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M162,Florida PeninsulaScrub & Herb,G176,Florida Dry Prairie,116,214,204,0.454902,0.839216,0.8
6586,Southeastern Coastal Plain Patch Prairie Woodland,6186,Tree,2,2.B,2.B.2,2.B.2.Ne,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.2 Temperate Grassland,D102,2.B.2.Ne Southeastern North American Grassland & Shrubland,M309,Southeastern Coastal Plain Patch Prairie,G175,Southeastern Coastal Plain Patch Prairie,0,38,115,0,0.14902,0.45098
6589,Eastern Subalpine Herb Vegetation,6189,Herb,4,4.B,4.B.1,4.B.1.Na,4 Polar & High Montane Scrub Grassland & Barrens,4.B Temperate to Polar Alpine & Tundra Vegetation,4.B.1 Temperate & Boreal Alpine Dwarf-Shrub & Grassland,D042,4.B.1.Na Eastern North American Alpine Dwarf-Shrub & Grassland,M131,Eastern North American Alpine Shrub & Grassland,G087,Eastern Subalpine Shrub-Herb Vegetation,255,211,119,1,0.827451,0.466667
6590,Eastern Subalpine Krummholz Vegetation,6189,Tree,4,4.B,4.B.1,4.B.1.Na,4 Polar & High Montane Scrub Grassland & Barrens,4.B Temperate to Polar Alpine & Tundra Vegetation,4.B.1 Temperate & Boreal Alpine Dwarf-Shrub & Grassland,D042,4.B.1.Na Eastern North American Alpine Dwarf-Shrub & Grassland,M131,Eastern North American Alpine Shrub & Grassland,G087,Eastern Subalpine Shrub-Herb Vegetation,181,156,114,0.709804,0.611765,0.447059
6591,South Atlantic & Gulf Coastal Beach Sparse Vegetation,6191,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,100,100,100,0.392157,0.392157,0.392157
6592,Great Lakes Shrub Dune,6192,Shrub,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G089,Great Lakes Shrub & Grass Dune,255,153,0,1,0.6,0
6593,Great Lakes Sparse Dune,6192,Sparse,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G089,Great Lakes Shrub & Grass Dune,255,153,0,1,0.6,0
6594,North Atlantic Coastal Grass Dune,6194,Herb,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G493,North Atlantic Coastal Shrub & Grass Dune,255,98,41,1,0.384314,0.160784
6595,South Atlantic & Gulf Shrub Coast & Dune,6195,Shrub,2,2.B,2.B.4,2.B.4.Na,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D026,2.B.4.Na Eastern North American Coast Scrub & Herb vegetation,M057,Eastern North American Dune & Coastal Grassland & Shrubland,G494,South Atlantic & Gulf Shrub & Grass Coast & Dune,255,153,0,1,0.6,0
6601,California Coastal Beach & Dune Sparse Vegetation,6201,Sparse,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune Vegetation,G663,California Coastal Beach & Dune Scrub,100,100,100,0.392157,0.392157,0.392157
6602,North Pacific Maritime Coastal Scrub Beach & Dune,6202,Shrub,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune Vegetation,G498,North Pacific Maritime Coastal Scrub & Herb Beach & Dune,255,0,0,1,0,0
6603,North Pacific Maritime Coastal Beach & Dune,6202,Sparse,2,2.B,2.B.4,2.B.4.Nb,2 Shrub & Herb Vegetation,2.B Temperate & Boreal Grassland & Shrubland,2.B.4 Temperate to Polar Scrub & Herb Coastal Vegetation,D027,2.B.4.Nb Pacific North American Coast Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune Vegetation,G498,North Pacific Maritime Coastal Scrub & Herb Beach & Dune,255,0,0,1,0,0
6606,Central & Southern Appalachian Seep Woodland,6206,Tree,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M061,Eastern Cool Temperate Seep,G184,Central & Southern Appalachian Seep,91,195,199,0.356863,0.764706,0.780392
6609,Midwest Prairie Alkaline Fen Shrubland,6209,Shrub,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M877,North American Boreal & Sub-Boreal Alkaline Fen,G183,Northeast & Midwest Prairie Alkaline Fen,91,195,199,0.356863,0.764706,0.780392
6610,Southeastern Coastal Plain Pocosin & Tree Bog,6210,Tree,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D324,2.C.2.Nb Southeastern North American Coastal Bog & Fen,M065,Atlantic & Gulf Coastal Plain Bog & Fen,G186,Southeastern Coastal Plain Pocosin & Shrub Bog,91,195,199,0.356863,0.764706,0.780392
6611,Eastern North American Boreal Acidic Treed Bog & Fen,6211,Tree,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Sub-Boreal Acidic Bog & Fen,G748,Eastern North American Boreal Acidic Bog & Fen,91,195,199,0.356863,0.764706,0.780392
6613,Eastern North American Sub-boreal Acidic Treed Bog & Fen,6213,Tree,2,2.C,2.C.2,2.C.2.Na,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.2 Temporate to Polar Bog & Fen,D029,2.C.2.Na North American Bog & Fen,M876,North American Boreal & Sub-Boreal Acidic Bog & Fen,G745,Eastern North American Sub-Boreal Acidic Bog & Fen,91,195,199,0.356863,0.764706,0.780392
6620,Atlantic & Gulf Coastal Plain Freshwater Tidal Marsh Shrubland,6220,Shrub,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M066,Atlantic & Gulf Coastal Freshwater & Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coastal Plain Freshwater Tidal Marsh,255,153,0,1,0.6,0
6621,Tamaulipan Wet-Mesic Scrub Herbaceous,6121,Herb,1,1.B,1.B.3,1.B.3.Nd,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D013,1.B.3.Nd Interior Lowland West Flooded & Swamp Forest,M036,Southwest Riparian Forest,G549,Tamaulipan Wet-Mesic Scrub Forest,81,180,141,0.317647,0.705882,0.552941
6622,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie Woodland,6222,Tree,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,255,153,0,1,0.6,0
6630,Laurentian & Northeast Wet Meadow Shrub,6230,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G771,Laurentian & Northeast Wet Meadow,255,92,38,1,0.360784,0.14902
6631,Midwest Wet Prairie & Wet Meadow Shrubland,6231,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M069,Eastern North American Wet Meadow & Marsh,G770,Midwest Wet Prairie & Wet Meadow,255,92,38,1,0.360784,0.14902
6633,Northern & Mid-Atlantic Coastal Forested Wetland,6233,Tree,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G752,Northern & Mid-Atlantic Coastal Wetland,255,153,0,1,0.6,0
6637,Great Plains Herb Riparian,6237,Herb,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D030,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G337,Great Plains Shrub & Herb Riparian,6,53,122,0.023529,0.207843,0.478431
6638,Great Plains Wet Prairie Wet Meadow & Seepage Fen Shrubland,6238,Shrub,2,2.C,2.C.4,2.C.4.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D323,2.C.4.Nd Eastern North American Wet Meadow Marsh & Shrubland,M071,Great Plains Wet Meadow Marsh & Playa,G336,Great Plains Wet Prairie Wet Meadow & Seepage Fen ,91,195,199,0.356863,0.764706,0.780392
6641,Vancouverian & Rocky Mountain Subalpine & Alpine Snowbed Dwarf-Shrubland,6241,Shrub,2,2.C,2.C.4,2.C.4.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D031,2.C.4.Nb Western North American Freshwater Shrubland Wet Meadow & Marsh,M075,Western North American Montane-Subalpine Wet Shrubland & Wet Meadow,G520,Vancouverian & Rocky Mountain Subalpine & Alpine Snowbed Wet Meadow & Dwarf-Shrubland,4,45,117,0.015686,0.176471,0.458824
6643,Northern & Mid-Atlantic Coastal Herb Wetland,6233,Herb,2,2.C,2.C.4,2.C.4.Ne,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.4 Temperate to Polar Freshwater Marsh Wet Meadow & Shrubland,D322,2.C.4.Ne Atlantic & Gulf Coast Freshwater Wet Prairie Marsh & Shrubland,M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G752,Northern & Mid-Atlantic Coastal Wetland,255,153,0,1,0.6,0
6654,Atlantic & Gulf Coast High Salt Marsh Shrubland,6254,Shrub,2,2.C,2.C.5,2.C.5.Nb,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.5 Salt Marsh,D034,2.C.5.Nb Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coast Salt Marsh ,G121,Atlantic & Gulf Coast High Salt Marsh,255,153,0,1,0.6,0
6659,North American Desert Alkaline-Saline Playa,6259,Sparse,2,2.C,2.C.5,2.C.5.Nd,2 Shrub & Herb Vegetation,2.C Shrub & Herb Wetland,2.C.5 Salt Marsh,D036,2.C.5.Nd North American Western Interior Brackish Marsh,M082,Warm & Cool Desert Alkali-Saline Wetland,G538,North American Desert Alkaline-Saline Herbaceous Wetland & Playa,100,100,100,0.392157,0.392157,0.392157
6661,Chihuahuan Creosotebush-Mixed Desert Sparse Vegetation,6261,Sparse,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G288,Chihuahuan Creosotebush-Mixed Desert Scrub,74,44,29,0.290196,0.172549,0.113725
6662,Chihuahuan Desert Lowland Basin Sparse Vegetation,6662,Sparse,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G299,Chihuahuan Desert Lowland Basin Scrub,156,128,92,0.611765,0.501961,0.360784
6663,Chihuahuan Desert Sand Sparse Vegetation,6263,Sparse,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G287,Chihuahuan Desert Sand Scrub,150,123,89,0.588235,0.482353,0.34902
6666,Chihuahuan Desert Foothill-Piedmont & Lower Montane Shrubland,6266,Shrub,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G490,Chihuahuan Desert Foothill-Piedmont & Lower Montane Grassland,255,204,51,1,0.8,0.2
6667,Chihuahuan Gypsophilous Sparse Vegetation,6667,Sparse,3,3.A,3.A.2,3.A.2.Na,3 Desert & Semi-Desert,3.A Warm Desert & Semi-Desert Woodland,3.A.2 Warm Desert & Semi-Desert Scrub & Grassland,D039,3.A.2.Na North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G492,Chihuahuan Gypsophilous Grassland,255,204,51,1,0.8,0.2
